category,model,status,n_cand,n_tried,elapsed_s,note
banana,vvyyyv,pending,0,0,0.0,max_dim=0.202
banana,wmglhc,not_ready,0,0,0.0,max_dim=0.167
banana,znakxm,pending,0,0,0.0,max_dim=0.180
banana_bread,outrja,not_ready,0,0,0.0,max_dim=0.144
bandage,riftxh,pending,0,0,0.0,max_dim=0.077
bandana,wbhliu,not_ready,0,0,0.0,max_dim=0.344
bap,enbbud,not_ready,0,0,0.0,max_dim=0.144
bap,pabfde,not_ready,0,0,0.0,max_dim=0.149
bar,byvbuc,too_large,0,0,0.0,max_dim=2.155
bar,cowjqr,too_large,0,0,0.0,max_dim=3.800
bar,egwapq,too_large,0,0,0.0,max_dim=2.427
bar,hhltqq,too_large,0,0,0.0,max_dim=9.298
bar,joihle,too_large,0,0,0.0,max_dim=1.033
bar,jvkwcc,too_large,0,0,0.0,max_dim=2.028
bar,udatjt,too_large,0,0,0.0,max_dim=2.994
bar,ukorzz,too_large,0,0,0.0,max_dim=4.405
bar,xxftww,too_large,0,0,0.0,max_dim=5.764
bar_soap,feqemg,pending,0,0,0.0,max_dim=0.113
bar_soap,lyigsj,not_ready,0,0,0.0,max_dim=0.078
bar_soap,ofargb,pending,0,0,0.0,max_dim=0.109
bar_soap,ozifwa,pending,0,0,0.0,max_dim=0.093
bar_soap,utgixp,pending,0,0,0.0,max_dim=0.047
bar_stool,haaiau,too_large,0,0,0.0,max_dim=0.768
barbecue_sauce_bottle,gfxrnj,pending,0,0,0.0,max_dim=0.258
baseball,zanmar,pending,0,0,0.0,max_dim=0.073
baseball_bat,spcxrt,too_large,0,0,0.0,max_dim=0.755
baseball_bat,yalgei,too_large,0,0,0.0,max_dim=0.813
baseball_cap,ogptul,pending,0,0,0.0,max_dim=0.213
baseball_glove,feakpw,not_ready,0,0,0.0,max_dim=0.329
baseboard,djaeet,too_large,0,0,0.0,max_dim=1.828
baseboard,dsajeh,too_large,0,0,0.0,max_dim=2.484
baseboard,gmhhek,too_large,0,0,0.0,max_dim=1.871
baseboard,peorza,too_large,0,0,0.0,max_dim=3.385
basil,bebpnf,pending,0,0,0.0,max_dim=0.088
basil,dkuhvb,pending,0,0,0.0,max_dim=0.120
basil_jar,swytaw,pending,0,0,0.0,max_dim=0.204
bath_towel,thmepr,too_large,0,0,0.0,max_dim=1.085
bathtub,azdgtl,too_large,0,0,0.0,max_dim=1.553
bathtub,enpxbn,too_large,0,0,0.0,max_dim=1.686
bathtub,euxylv,too_large,0,0,0.0,max_dim=1.843
bathtub,fdjykf,too_large,0,0,0.0,max_dim=1.695
bathtub,gulceo,too_large,0,0,0.0,max_dim=1.553
bathtub,jfhrwj,too_large,0,0,0.0,max_dim=1.599
bathtub,oobbwn,too_large,0,0,0.0,max_dim=1.666
bathtub,pdcrfs,too_large,0,0,0.0,max_dim=1.878
bathtub,rufepf,too_large,0,0,0.0,max_dim=2.186
bathtub,uqmgtw,too_large,0,0,0.0,max_dim=1.747
bathtub,wxrafq,too_large,0,0,0.0,max_dim=1.668
battery,dcjyzg,pending,0,0,0.0,max_dim=0.061
batting_gloves,uteyjv,pending,0,0,0.0,max_dim=0.229
bay_leaf,blazyi,pending,0,0,0.0,max_dim=0.075
bay_leaf,cdhuzx,pending,0,0,0.0,max_dim=0.078
bay_leaf,cwnnyb,pending,0,0,0.0,max_dim=0.087
bay_leaf,dffqtk,pending,0,0,0.0,max_dim=0.047
bay_leaf,dwqqxh,pending,0,0,0.0,max_dim=0.080
bay_leaf,ghcnzp,pending,0,0,0.0,max_dim=0.074
bay_leaf,llmoti,pending,0,0,0.0,max_dim=0.088
bay_leaf,rqtlsv,pending,0,0,0.0,max_dim=0.076
bay_leaf,xofecb,pending,0,0,0.0,max_dim=0.088
beach_toy,kjoafi,pending,0,0,0.0,max_dim=0.188
beach_toy,wonucj,pending,0,0,0.0,max_dim=0.169
beach_toy,zsljeg,pending,0,0,0.0,max_dim=0.408
beaker,dtjmai,pending,0,0,0.0,max_dim=0.084
beaker,effbnc,pending,0,0,0.0,max_dim=0.146
beaker,exzsal,pending,0,0,0.0,max_dim=0.102
beaker,fxrsyi,pending,0,0,0.0,max_dim=0.066
beaker,fyrkzs,pending,0,0,0.0,max_dim=0.081
beaker,jdijek,pending,0,0,0.0,max_dim=0.081
beaker,rhohgs,pending,0,0,0.0,max_dim=0.081
beaker,sfvswx,pending,0,0,0.0,max_dim=0.146
beaker,sstojv,not_ready,0,0,0.0,max_dim=0.208
beaker,uobdoq,pending,0,0,0.0,max_dim=0.081
beaker,uzgibd,not_ready,0,0,0.0,max_dim=0.074
beaker,zycgen,pending,0,0,0.0,max_dim=0.081
bean_curd,hekigc,not_ready,0,0,0.0,max_dim=0.042
bed,fnzxxr,too_large,0,0,0.0,max_dim=2.235
bed,gcgodj,too_large,0,0,0.0,max_dim=2.557
bed,guguqb,too_large,0,0,0.0,max_dim=2.250
bed,gxfipj,too_large,0,0,0.0,max_dim=2.142
bed,hojitx,too_large,0,0,0.0,max_dim=2.032
bed,ivdnny,too_large,0,0,0.0,max_dim=1.659
bed,jpuihb,too_large,0,0,0.0,max_dim=1.980
bed,kddswt,too_large,0,0,0.0,max_dim=2.168
bed,klcjcy,too_large,0,0,0.0,max_dim=2.301
bed,lslyyi,too_large,0,0,0.0,max_dim=2.175
bed,mpgavt,too_large,0,0,0.0,max_dim=1.926
bed,mykwrc,too_large,0,0,0.0,max_dim=3.000
bed,nwzbyk,too_large,0,0,0.0,max_dim=2.032
bed,pqptex,too_large,0,0,0.0,max_dim=2.060
bed,rhanfx,too_large,0,0,0.0,max_dim=2.281
bed,rrcvaq,too_large,0,0,0.0,max_dim=1.992
bed,siuxgz,too_large,0,0,0.0,max_dim=2.387
bed,smmmaf,too_large,0,0,0.0,max_dim=2.184
bed,tjfzsb,too_large,0,0,0.0,max_dim=2.142
bed,wbjidf,too_large,0,0,0.0,max_dim=2.195
bed,wfxgbb,too_large,0,0,0.0,max_dim=3.794
bed,wyxtqf,too_large,0,0,0.0,max_dim=1.953
bed,yghbxh,too_large,0,0,0.0,max_dim=2.148
bed,zrumze,too_large,0,0,0.0,max_dim=2.032
bed_screen,klvmfw,too_large,0,0,0.0,max_dim=2.790
bed_screen,ofpyax,too_large,0,0,0.0,max_dim=2.787
bed_sheet,ivmsdt,too_large,0,0,0.0,max_dim=1.429
bed_sheet,jfsovh,too_large,0,0,0.0,max_dim=1.502
bed_sheet,ldpbcu,too_large,0,0,0.0,max_dim=1.437
bed_sheet,omsbux,too_large,0,0,0.0,max_dim=1.482
bed_sheet,padfds,too_large,0,0,0.0,max_dim=1.565
bed_sheet,xeskbh,too_large,0,0,0.0,max_dim=1.452
beef_broth_carton,ecqxgd,pending,0,0,0.0,max_dim=0.305
beefsteak_tomato,altlfz,pending,0,0,0.0,max_dim=0.069
beefsteak_tomato,eevvzv,pending,0,0,0.0,max_dim=0.072
beefsteak_tomato,ogpans,pending,0,0,0.0,max_dim=0.078
beefsteak_tomato,pnrdxh,pending,0,0,0.0,max_dim=0.093
beer_bottle,nigfha,not_ready,0,0,0.0,max_dim=0.259
beer_glass,lymciz,pending,0,0,0.0,max_dim=0.209
beer_glass,mxsliu,pending,0,0,0.0,max_dim=0.117
beer_glass,rxscji,pending,0,0,0.0,max_dim=0.088
beer_keg,xtqbuf,too_large,0,0,0.0,max_dim=0.600
beer_tap,bebcmz,not_ready,0,0,0.0,max_dim=0.492
beer_tap,vgaluf,too_large,0,0,0.0,max_dim=0.504
beer_tap,zcrgvq,not_ready,0,0,0.0,max_dim=0.422
beeswax_candle,aiuhyv,not_ready,0,0,0.0,max_dim=0.073
beeswax_candle,kxange,not_ready,0,0,0.0,max_dim=0.091
beeswax_candle,nhdnje,pending,0,0,0.0,max_dim=0.107
beeswax_candle,nxewyk,pending,0,0,0.0,max_dim=0.207
beeswax_candle,oimgmh,pending,0,0,0.0,max_dim=0.206
beeswax_candle,ouzkdj,pending,0,0,0.0,max_dim=0.157
beeswax_candle,pfewit,pending,0,0,0.0,max_dim=0.246
beeswax_candle,rptogj,not_ready,0,0,0.0,max_dim=0.064
beet,wantjv,pending,0,0,0.0,max_dim=0.175
bell,oshurh,pending,0,0,0.0,max_dim=0.080
bell_pepper,ggurxn,pending,0,0,0.0,max_dim=0.094
bell_pepper,ihctxa,pending,0,0,0.0,max_dim=0.094
bell_pepper,ukkycp,pending,0,0,0.0,max_dim=0.094
bell_pepper,uqcenz,pending,0,0,0.0,max_dim=0.106
bell_pepper,wszvwc,pending,0,0,0.0,max_dim=0.108
belt,gqwddb,too_large,0,0,0.0,max_dim=0.691
bench,esagiq,too_large,0,0,0.0,max_dim=1.226
bench,fdxevw,too_large,0,0,0.0,max_dim=2.382
bench,ftvzzg,too_large,0,0,0.0,max_dim=2.200
bench,hezgut,too_large,0,0,0.0,max_dim=1.618
bench,jaklov,too_large,0,0,0.0,max_dim=1.934
bench,jhfkdc,too_large,0,0,0.0,max_dim=1.376
bench,jvygiq,too_large,0,0,0.0,max_dim=1.691
bench,kpeeai,too_large,0,0,0.0,max_dim=5.831
bench,nnzwxs,too_large,0,0,0.0,max_dim=1.668
bench,nokayw,too_large,0,0,0.0,max_dim=1.428
bench,nzsfrw,too_large,0,0,0.0,max_dim=1.843
bench,pcymmc,too_large,0,0,0.0,max_dim=1.882
bench,pfjnnj,too_large,0,0,0.0,max_dim=1.169
bench,qhuvow,too_large,0,0,0.0,max_dim=4.046
bench,sfglvm,too_large,0,0,0.0,max_dim=4.291
bench,sihckt,too_large,0,0,0.0,max_dim=6.065
bench,sntjne,too_large,0,0,0.0,max_dim=1.835
bench,svnyht,too_large,0,0,0.0,max_dim=1.654
bench,uuhugq,too_large,0,0,0.0,max_dim=2.382
bench,wtkahs,too_large,0,0,0.0,max_dim=0.985
bench,wvtbnn,too_large,0,0,0.0,max_dim=2.231
bench,xwphjd,too_large,0,0,0.0,max_dim=1.241
bench,ybkjzd,too_large,0,0,0.0,max_dim=9.152
bench,yldwmi,too_large,0,0,0.0,max_dim=2.207
bench,zfpjkj,too_large,0,0,0.0,max_dim=1.370
bench_press_machine,pxlgue,too_large,0,0,0.0,max_dim=1.331
bench_press_machine,qjakhy,too_large,0,0,0.0,max_dim=1.020
bench_press_machine,zfhbwy,too_large,0,0,0.0,max_dim=1.728
bicycle,fjvlyf,too_large,0,0,0.0,max_dim=1.730
bicycle,xjumcf,too_large,0,0,0.0,max_dim=1.732
bicycle_chain,czrssf,pending,0,0,0.0,max_dim=0.242
bicycle_rack,mltrbs,too_large,0,0,0.0,max_dim=1.569
bikini,ttgike,not_ready,0,0,0.0,max_dim=0.197
bird_feed_bag,dpxnlc,pending,0,0,0.0,max_dim=0.367
bird_feeder,hvlkjx,pending,0,0,0.0,max_dim=0.094
birdcage,ogkdoh,too_large,0,0,0.0,max_dim=0.502
biscuit,ukcwqw,pending,0,0,0.0,max_dim=0.047
biscuit_dough,vbhtbo,not_ready,0,0,0.0,max_dim=0.200
blackberry,tvpfvb,pending,0,0,0.0,max_dim=0.029
blackboard,dgcavd,too_large,0,0,0.0,max_dim=1.935
blackboard,pktarr,too_large,0,0,0.0,max_dim=3.190
blackboard_eraser,oynrtw,pending,0,0,0.0,max_dim=0.150
blanket,corgks,not_ready,0,0,0.0,max_dim=0.471
blanket,uksirc,too_large,0,0,0.0,max_dim=1.715
blanket,uwbyty,too_large,0,0,0.0,max_dim=1.549
blanket,vwzlnn,too_large,0,0,0.0,max_dim=1.901
blanket,yscwot,too_large,0,0,0.0,max_dim=1.504
bleaching_agent_atomizer,arxjfa,pending,0,0,0.0,max_dim=0.255
blender,cwkvib,pending,0,0,0.0,max_dim=0.393
blender,dhfqid,not_ready,0,0,0.0,max_dim=0.374
blender,eyedvd,pending,0,0,0.0,max_dim=0.364
bleu,wxahdr,not_ready,0,0,0.0,max_dim=0.082
blouse,htcikj,too_large,0,0,0.0,max_dim=0.872
board,fxugbm,too_large,0,0,0.0,max_dim=1.117
board_game,eoywpy,pending,0,0,0.0,max_dim=0.223
board_game,frgdqh,pending,0,0,0.0,max_dim=0.197
board_game,fzyuip,pending,0,0,0.0,max_dim=0.162
board_game,gcfkqa,pending,0,0,0.0,max_dim=0.199
board_game,gumkqh,pending,0,0,0.0,max_dim=0.197
board_game,ibzhzu,pending,0,0,0.0,max_dim=0.198
board_game,iqfvfl,pending,0,0,0.0,max_dim=0.134
board_game,lzslbu,pending,0,0,0.0,max_dim=0.199
board_game,nfewft,pending,0,0,0.0,max_dim=0.134
board_game,ovttum,pending,0,0,0.0,max_dim=0.199
board_game,phwwnx,pending,0,0,0.0,max_dim=0.134
board_game,qdkyzl,pending,0,0,0.0,max_dim=0.134
board_game,qgvsnb,pending,0,0,0.0,max_dim=0.255
board_game,rgvkmy,pending,0,0,0.0,max_dim=0.134
board_game,twkglv,pending,0,0,0.0,max_dim=0.134
board_game,vbamua,pending,0,0,0.0,max_dim=0.287
bobby_pin,zphpcz,pending,0,0,0.0,max_dim=0.070
bok_choy,bbvcji,pending,0,0,0.0,max_dim=0.170
bok_choy,jpkewd,pending,0,0,0.0,max_dim=0.171
bookcase,bsvnni,too_large,0,0,0.0,max_dim=0.787
bookcase,ckjxoo,too_large,0,0,0.0,max_dim=1.950
bookcase,cqcoox,too_large,0,0,0.0,max_dim=0.652
bookcase,eckdny,too_large,0,0,0.0,max_dim=1.632
bookcase,eeamky,too_large,0,0,0.0,max_dim=2.177
bookcase,eniafz,too_large,0,0,0.0,max_dim=1.012
bookcase,eyidvz,too_large,0,0,0.0,max_dim=0.915
bookcase,ftzmow,too_large,0,0,0.0,max_dim=1.065
bookcase,gsksby,too_large,0,0,0.0,max_dim=1.009
bookcase,iwziew,too_large,0,0,0.0,max_dim=0.800
bookcase,jaysra,too_large,0,0,0.0,max_dim=1.756
bookcase,jpdtvg,too_large,0,0,0.0,max_dim=1.430
bookcase,kdnyfh,too_large,0,0,0.0,max_dim=1.590
bookcase,kmuacd,too_large,0,0,0.0,max_dim=1.225
bookcase,kvlewx,too_large,0,0,0.0,max_dim=5.561
bookcase,lbbims,too_large,0,0,0.0,max_dim=2.010
bookcase,mfyvai,too_large,0,0,0.0,max_dim=1.010
bookcase,njwsoa,too_large,0,0,0.0,max_dim=2.000
bookcase,opryhp,too_large,0,0,0.0,max_dim=0.772
bookcase,otwukr,too_large,0,0,0.0,max_dim=1.050
bookcase,owvfik,too_large,0,0,0.0,max_dim=0.750
bookcase,pkgbcp,too_large,0,0,0.0,max_dim=1.080
bookcase,ptxdid,too_large,0,0,0.0,max_dim=4.590
bookcase,qpylqf,too_large,0,0,0.0,max_dim=1.470
bookcase,svhjxd,too_large,0,0,0.0,max_dim=2.122
bookcase,sylmbu,too_large,0,0,0.0,max_dim=2.177
bookcase,tahafx,too_large,0,0,0.0,max_dim=2.084
bookcase,uriudf,too_large,0,0,0.0,max_dim=2.018
bookcase,vehhll,too_large,0,0,0.0,max_dim=2.405
bookcase,vgzdul,too_large,0,0,0.0,max_dim=1.924
bookcase,vndvrn,pending,0,0,0.0,max_dim=0.475
bookcase,wnvxme,too_large,0,0,0.0,max_dim=3.088
bookcase,xgvyyv,too_large,0,0,0.0,max_dim=1.961
bookcase,xsfeyi,too_large,0,0,0.0,max_dim=1.543
bookcase,xurqal,too_large,0,0,0.0,max_dim=0.949
bookcase,zdsmhe,too_large,0,0,0.0,max_dim=1.543
bookcase,zfpyqe,too_large,0,0,0.0,max_dim=1.643
bookcase_back,gjsnrt,too_large,0,0,0.0,max_dim=2.020
bookcase_baseboard,hlhneo,too_large,0,0,0.0,max_dim=0.742
bookcase_shelf,ymtnqa,too_large,0,0,0.0,max_dim=0.740
bookcase_side,bxfkjj,too_large,0,0,0.0,max_dim=2.020
bookcase_side,yujrmw,too_large,0,0,0.0,max_dim=2.020
bookcase_top,pfiole,too_large,0,0,0.0,max_dim=0.740
bookend,detqsw,not_ready,0,0,0.0,max_dim=0.244
bookend,eyddem,not_ready,0,0,0.0,max_dim=0.214
bookend,hlpgle,not_ready,0,0,0.0,max_dim=0.205
bookend,huxmnl,not_ready,0,0,0.0,max_dim=0.207
bookend,jmodol,not_ready,0,0,0.0,max_dim=0.236
bookend,oxfecv,not_ready,0,0,0.0,max_dim=0.228
bookend,rwvcah,not_ready,0,0,0.0,max_dim=0.228
bookend,sgiryo,not_ready,0,0,0.0,max_dim=0.236
bookend,xqyxrq,not_ready,0,0,0.0,max_dim=0.221
bookend,ygynyq,not_ready,0,0,0.0,max_dim=0.221
booth,xzrpar,too_large,0,0,0.0,max_dim=1.310
bottle_of_alcohol,qvhrjh,not_ready,0,0,0.0,max_dim=0.239
bottle_of_alfredo_sauce,xwzqjr,pending,0,0,0.0,max_dim=0.114
bottle_of_almond_oil,nlokfa,not_ready,0,0,0.0,max_dim=0.222
bottle_of_ammonia,daasuw,pending,0,0,0.0,max_dim=0.274
bottle_of_antihistamines,agavwx,pending,0,0,0.0,max_dim=0.127
bottle_of_apple_cider,frekrp,not_ready,0,0,0.0,max_dim=0.311
bottle_of_apple_juice,xvrbdy,pending,0,0,0.0,max_dim=0.203
bottle_of_aspirin,psvktc,not_ready,0,0,0.0,max_dim=0.089
bottle_of_baby_oil,xpdlrr,not_ready,0,0,0.0,max_dim=0.175
bottle_of_barbecue_sauce,ikbsox,pending,0,0,0.0,max_dim=0.191
bottle_of_barbecue_sauce,nkqvex,pending,0,0,0.0,max_dim=0.118
bottle_of_barbecue_sauce,rzevkb,pending,0,0,0.0,max_dim=0.150
bottle_of_beer,bwaboq,not_ready,0,0,0.0,max_dim=0.194
bottle_of_beer,crfcwo,pending,0,0,0.0,max_dim=0.225
bottle_of_beer,dcwvkg,pending,0,0,0.0,max_dim=0.288
bottle_of_beer,dqfsgv,not_ready,0,0,0.0,max_dim=0.254
bottle_of_beer,eicnxj,not_ready,0,0,0.0,max_dim=0.205
bottle_of_beer,fcnrqt,not_ready,0,0,0.0,max_dim=0.254
bottle_of_beer,fgzjnb,pending,0,0,0.0,max_dim=0.217
