category,model,status,n_candidates,n_held,elapsed_s,note,clutter_target,stack_flat_target,liquid_target,food_transfer_target,table_obstacle,wide_opening_container
artichoke,tfclmg,graspable,200,5,11.9,max_dim=0.067,not_suitable,not_suitable,not_suitable,perfect,possible,not_suitable
arugula,lbkpoh,graspable,200,5,12.3,max_dim=0.096,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
ashtray,dhkkfo,not_ready,0,0,0.0,max_dim=0.101,perfect,not_suitable,not_suitable,not_suitable,perfect,possible
ashtray,nfuxzd,graspable,200,5,24.8,max_dim=0.129,perfect,not_suitable,not_suitable,not_suitable,perfect,possible
asparagus,eodozo,graspable,200,5,48.5,max_dim=0.192,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
asparagus,npggjn,graspable,200,5,41.5,max_dim=0.168,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
asparagus,xguktb,graspable,200,5,59.7,max_dim=0.156,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
auricularia,coecnm,not_ready,0,0,0.0,max_dim=0.049,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
avocado,arswzs,graspable,200,5,13.5,max_dim=0.114,not_suitable,not_suitable,not_suitable,perfect,possible,not_suitable
axe,plqyos,too_large,0,0,0.0,max_dim=0.535,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
baby_bottle,mzedhe,graspable,200,5,21.6,max_dim=0.158,possible,not_suitable,perfect,not_suitable,possible,not_suitable
baby_shoe,jzwnri,graspable,200,5,14.0,max_dim=0.127,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
baby_shoe,tnbjlw,graspable,200,5,12.4,max_dim=0.127,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
background,eydaus,too_large,0,0,0.0,max_dim=49.681,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
background,gkemae,too_large,0,0,0.0,max_dim=5.689,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
background,miopfw,too_large,0,0,0.0,max_dim=100.762,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
background,zqogsh,too_large,0,0,0.0,max_dim=49.681,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
backpack,gvbiwl,no_grasp,0,0,1.5,max_dim=0.489,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bacon,eclhdh,graspable,200,5,52.3,max_dim=0.106,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
bacon,iiatla,graspable,200,5,43.0,max_dim=0.132,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
bacon,ioogif,graspable,200,5,45.8,max_dim=0.133,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
bag_of_auricularia,vyxoju,not_ready,0,0,0.0,max_dim=0.214,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_breadcrumbs,nvhvxe,graspable,200,5,15.7,max_dim=0.158,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_brown_rice,tnfazj,not_ready,0,0,0.0,max_dim=0.332,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_chips,bryahw,graspable,200,4,119.3,max_dim=0.288,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_chips,dwkdko,graspable,200,5,51.6,max_dim=0.290,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_chips,ennnjj,graspable,200,5,76.1,max_dim=0.273,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_chips,jphwer,graspable,200,2,114.4,max_dim=0.278,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_chips,qstxpj,no_grasp,200,0,102.9,max_dim=0.290,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_chips,uevvib,graspable,200,5,34.5,max_dim=0.278,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_chips,wnuoym,graspable,200,2,118.7,max_dim=0.317,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_cookies,bbyvsc,graspable,200,5,45.4,max_dim=0.165,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_cookies,ikivgk,graspable,200,5,25.9,max_dim=0.146,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_cookies,ksjtde,graspable,200,5,54.9,max_dim=0.247,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_cookies,vafomx,graspable,200,5,16.9,max_dim=0.234,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_cream_cheese,dxrsol,graspable,200,5,44.9,max_dim=0.146,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_fertilizer,rqpgrk,too_large,0,0,0.0,max_dim=0.538,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bag_of_flour,fntqmd,graspable,200,2,107.9,max_dim=0.192,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_flour,rlejxx,not_ready,0,0,0.0,max_dim=0.239,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_ice_cream,himfgn,graspable,200,5,16.5,max_dim=0.166,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_ice_cream,jwalbo,graspable,200,5,24.0,max_dim=0.167,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_jerky,wblype,graspable,200,5,78.6,max_dim=0.194,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_mulch,foxqdk,too_large,0,0,0.0,max_dim=0.592,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bag_of_oranges,vohgas,graspable,200,5,13.8,max_dim=0.156,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_popcorn,dmubtt,not_ready,0,0,0.0,max_dim=0.209,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_popcorn,ebygfp,not_ready,0,0,0.0,max_dim=0.191,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_rice,eddcjz,graspable,200,4,106.1,max_dim=0.317,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_rice,feerye,graspable,200,5,25.0,max_dim=0.194,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_rice,jzjqjb,no_grasp,200,0,102.1,max_dim=0.315,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_rice,xcokwx,no_grasp,200,0,88.9,max_dim=0.317,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_rubbish,qfkzkd,too_large,0,0,0.0,max_dim=0.728,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bag_of_shiitake,jazecy,not_ready,0,0,0.0,max_dim=0.219,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_snacks,pkwgid,graspable,200,5,119.8,max_dim=0.282,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_starch,npegpl,too_large,0,0,0.0,max_dim=0.527,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_tea,jjweyi,graspable,200,5,71.8,max_dim=0.248,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bag_of_yeast,ibvtik,not_ready,0,0,0.0,max_dim=0.173,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bagel,zlxkry,graspable,200,4,98.7,max_dim=0.156,not_suitable,not_suitable,not_suitable,perfect,possible,not_suitable
bagel_dough,iuembm,not_ready,0,0,0.0,max_dim=0.200,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
baguette,pjzkeh,not_ready,0,0,0.0,max_dim=0.157,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
baguette,xhqnuc,not_ready,0,0,0.0,max_dim=0.160,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
baguette,xydhpd,graspable,200,5,28.9,max_dim=0.163,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
baguette,ypbyek,not_ready,0,0,0.0,max_dim=0.105,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
bait,lghbdw,graspable,200,5,21.9,max_dim=0.150,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
baking_powder_jar,lgopij,not_ready,0,0,0.0,max_dim=0.235,possible,not_suitable,possible,not_suitable,perfect,possible
baking_sheet,yhurut,graspable,200,5,34.3,max_dim=0.416,not_suitable,perfect,not_suitable,not_suitable,possible,not_suitable
balloon,ixhbmk,no_grasp,200,0,98.7,max_dim=0.409,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
banana,verqwv,not_ready,0,0,0.0,max_dim=0.200,not_suitable,not_suitable,not_suitable,perfect,possible,not_suitable
banana,vvyyyv,graspable,200,5,42.2,max_dim=0.202,not_suitable,not_suitable,not_suitable,perfect,possible,not_suitable
banana,wmglhc,not_ready,0,0,0.0,max_dim=0.167,not_suitable,not_suitable,not_suitable,perfect,possible,not_suitable
banana,znakxm,graspable,200,5,48.6,max_dim=0.180,not_suitable,not_suitable,not_suitable,perfect,possible,not_suitable
banana_bread,outrja,not_ready,0,0,0.0,max_dim=0.144,not_suitable,not_suitable,not_suitable,perfect,possible,not_suitable
bandage,riftxh,graspable,200,5,19.4,max_dim=0.077,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bandana,wbhliu,not_ready,0,0,0.0,max_dim=0.344,not_suitable,possible,not_suitable,not_suitable,not_suitable,not_suitable
bap,enbbud,not_ready,0,0,0.0,max_dim=0.144,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
bap,pabfde,not_ready,0,0,0.0,max_dim=0.149,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
bar,byvbuc,too_large,0,0,0.0,max_dim=2.155,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bar,cowjqr,too_large,0,0,0.0,max_dim=3.800,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bar,egwapq,too_large,0,0,0.0,max_dim=2.427,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bar,hhltqq,too_large,0,0,0.0,max_dim=9.298,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bar,joihle,too_large,0,0,0.0,max_dim=1.033,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bar,jvkwcc,too_large,0,0,0.0,max_dim=2.028,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bar,udatjt,too_large,0,0,0.0,max_dim=2.994,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bar,ukorzz,too_large,0,0,0.0,max_dim=4.405,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bar,xxftww,too_large,0,0,0.0,max_dim=5.764,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bar_soap,feqemg,graspable,200,5,16.6,max_dim=0.113,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bar_soap,lyigsj,not_ready,0,0,0.0,max_dim=0.078,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bar_soap,ofargb,graspable,200,5,16.9,max_dim=0.109,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bar_soap,ozifwa,graspable,200,5,10.9,max_dim=0.093,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bar_soap,utgixp,graspable,200,5,10.8,max_dim=0.047,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bar_stool,haaiau,too_large,0,0,0.0,max_dim=0.768,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
barbecue_sauce_bottle,gfxrnj,graspable,200,5,26.7,max_dim=0.258,possible,not_suitable,possible,not_suitable,possible,not_suitable
baseball,zanmar,graspable,200,5,11.8,max_dim=0.073,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
baseball_bat,spcxrt,too_large,0,0,0.0,max_dim=0.755,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
baseball_bat,yalgei,too_large,0,0,0.0,max_dim=0.813,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
baseball_cap,ogptul,graspable,200,5,16.3,max_dim=0.213,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
baseball_glove,feakpw,not_ready,0,0,0.0,max_dim=0.329,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
baseboard,djaeet,too_large,0,0,0.0,max_dim=1.828,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
baseboard,dsajeh,too_large,0,0,0.0,max_dim=2.484,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
baseboard,gmhhek,too_large,0,0,0.0,max_dim=1.871,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
baseboard,peorza,too_large,0,0,0.0,max_dim=3.385,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
basil,bebpnf,graspable,200,5,11.5,max_dim=0.088,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
basil,dkuhvb,graspable,200,5,12.4,max_dim=0.120,not_suitable,not_suitable,not_suitable,perfect,not_suitable,not_suitable
basil_jar,swytaw,graspable,200,5,15.5,max_dim=0.204,possible,not_suitable,possible,not_suitable,perfect,possible
bath_towel,thmepr,too_large,0,0,0.0,max_dim=1.085,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bathtub,azdgtl,too_large,0,0,0.0,max_dim=1.553,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bathtub,enpxbn,too_large,0,0,0.0,max_dim=1.686,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bathtub,euxylv,too_large,0,0,0.0,max_dim=1.843,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bathtub,fdjykf,too_large,0,0,0.0,max_dim=1.695,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bathtub,gulceo,too_large,0,0,0.0,max_dim=1.553,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bathtub,jfhrwj,too_large,0,0,0.0,max_dim=1.599,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bathtub,oobbwn,too_large,0,0,0.0,max_dim=1.666,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bathtub,pdcrfs,too_large,0,0,0.0,max_dim=1.878,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bathtub,rufepf,too_large,0,0,0.0,max_dim=2.186,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bathtub,uqmgtw,too_large,0,0,0.0,max_dim=1.747,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bathtub,wxrafq,too_large,0,0,0.0,max_dim=1.668,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
battery,dcjyzg,graspable,200,5,11.1,max_dim=0.061,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
batting_gloves,uteyjv,graspable,200,5,15.0,max_dim=0.229,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bay_leaf,blazyi,graspable,200,5,13.7,max_dim=0.075,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
bay_leaf,cdhuzx,graspable,200,5,9.8,max_dim=0.078,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
bay_leaf,cwnnyb,graspable,200,5,13.8,max_dim=0.087,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
bay_leaf,dffqtk,graspable,200,5,11.3,max_dim=0.047,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
bay_leaf,dwqqxh,graspable,200,5,13.4,max_dim=0.080,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
bay_leaf,ghcnzp,graspable,200,5,11.3,max_dim=0.074,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
bay_leaf,llmoti,graspable,200,5,12.8,max_dim=0.088,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
bay_leaf,rqtlsv,graspable,200,5,10.4,max_dim=0.076,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
