category,model,status,n_cand,n_tried,elapsed_s,note
apple_pie,rpdhbr,graspable,200,5,13.2,max_dim=0.173
apricot,qmwmwm,graspable,200,5,9.4,max_dim=0.090
apron,uxgjdv,too_large,0,0,0.0,max_dim=1.057
arbor,qewqan,too_large,0,0,0.0,max_dim=2.992
architectural_plan,upkcfq,too_large,0,0,0.0,max_dim=0.602
arepa,hhtbuy,graspable,200,5,12.0,max_dim=0.186
armchair,axcwcm,too_large,0,0,0.0,max_dim=0.768
armchair,axudcx,too_large,0,0,0.0,max_dim=0.834
armchair,bdgwkg,too_large,0,0,0.0,max_dim=0.873
armchair,bslhmj,too_large,0,0,0.0,max_dim=0.812
armchair,ccpgpe,too_large,0,0,0.0,max_dim=0.855
armchair,cehzwd,too_large,0,0,0.0,max_dim=1.039
armchair,cyvmhv,too_large,0,0,0.0,max_dim=0.834
armchair,esfrjm,too_large,0,0,0.0,max_dim=0.991
armchair,fsrprw,too_large,0,0,0.0,max_dim=0.834
armchair,hdibix,too_large,0,0,0.0,max_dim=0.917
armchair,hfydou,too_large,0,0,0.0,max_dim=0.796
armchair,ihhodt,too_large,0,0,0.0,max_dim=0.840
armchair,irzlby,too_large,0,0,0.0,max_dim=0.917
armchair,jmunen,too_large,0,0,0.0,max_dim=0.768
armchair,jzthdw,too_large,0,0,0.0,max_dim=0.866
armchair,nckeqb,too_large,0,0,0.0,max_dim=0.791
armchair,nibzys,too_large,0,0,0.0,max_dim=0.891
armchair,ouqlrc,too_large,0,0,0.0,max_dim=1.153
armchair,pfntgd,too_large,0,0,0.0,max_dim=0.855
armchair,pmrcex,too_large,0,0,0.0,max_dim=0.834
armchair,qerjol,too_large,0,0,0.0,max_dim=0.862
armchair,qgcjtr,too_large,0,0,0.0,max_dim=0.791
armchair,qhcrgb,too_large,0,0,0.0,max_dim=0.866
armchair,qjwuus,too_large,0,0,0.0,max_dim=0.834
armchair,qplklw,too_large,0,0,0.0,max_dim=0.834
armchair,qyntri,too_large,0,0,0.0,max_dim=0.917
armchair,rabzuf,too_large,0,0,0.0,max_dim=0.834
armchair,rtbsof,too_large,0,0,0.0,max_dim=0.916
armchair,tcscts,too_large,0,0,0.0,max_dim=0.762
armchair,tcxiue,too_large,0,0,0.0,max_dim=0.791
armchair,tgbaim,too_large,0,0,0.0,max_dim=0.875
armchair,thfelc,too_large,0,0,0.0,max_dim=0.808
armchair,thhqkc,too_large,0,0,0.0,max_dim=1.395
armchair,umbrpd,too_large,0,0,0.0,max_dim=0.768
armchair,viphen,too_large,0,0,0.0,max_dim=0.834
armchair,vtsoat,too_large,0,0,0.0,max_dim=0.768
armchair,vzfhpv,too_large,0,0,0.0,max_dim=0.812
armchair,vzhxuf,too_large,0,0,0.0,max_dim=0.834
armchair,wkmkvd,too_large,0,0,0.0,max_dim=1.084
armchair,xkacfd,too_large,0,0,0.0,max_dim=0.768
armchair,xpcheg,too_large,0,0,0.0,max_dim=0.834
armchair,xqovyv,too_large,0,0,0.0,max_dim=0.834
armchair,ybcnmu,too_large,0,0,0.0,max_dim=1.042
armchair,zoamsi,too_large,0,0,0.0,max_dim=0.878
armchair,zrgdsz,too_large,0,0,0.0,max_dim=0.851
armchair,zxhcxt,too_large,0,0,0.0,max_dim=0.830
artichoke,tfclmg,graspable,200,5,11.9,max_dim=0.067
arugula,lbkpoh,graspable,200,5,12.3,max_dim=0.096
ashtray,dhkkfo,not_ready,0,0,0.0,max_dim=0.101
ashtray,nfuxzd,graspable,200,5,24.8,max_dim=0.129
asparagus,eodozo,graspable,200,5,48.5,max_dim=0.192
asparagus,npggjn,graspable,200,5,41.5,max_dim=0.168
asparagus,xguktb,graspable,200,5,59.7,max_dim=0.156
auricularia,coecnm,not_ready,0,0,0.0,max_dim=0.049
avocado,arswzs,graspable,200,5,13.5,max_dim=0.114
axe,plqyos,too_large,0,0,0.0,max_dim=0.535
baby_bottle,mzedhe,graspable,200,5,21.6,max_dim=0.158
baby_shoe,jzwnri,graspable,200,5,14.0,max_dim=0.127
baby_shoe,tnbjlw,graspable,200,5,12.4,max_dim=0.127
background,eydaus,too_large,0,0,0.0,max_dim=49.681
background,gkemae,too_large,0,0,0.0,max_dim=5.689
background,miopfw,too_large,0,0,0.0,max_dim=100.762
background,zqogsh,too_large,0,0,0.0,max_dim=49.681
backpack,gvbiwl,no_grasp,0,0,1.5,max_dim=0.489
bacon,eclhdh,graspable,200,5,52.3,max_dim=0.106
bacon,iiatla,graspable,200,5,43.0,max_dim=0.132
bacon,ioogif,graspable,200,5,45.8,max_dim=0.133
bag_of_auricularia,vyxoju,not_ready,0,0,0.0,max_dim=0.214
bag_of_breadcrumbs,nvhvxe,graspable,200,5,15.7,max_dim=0.158
bag_of_brown_rice,tnfazj,not_ready,0,0,0.0,max_dim=0.332
bag_of_chips,bryahw,graspable,200,4,119.3,max_dim=0.288
bag_of_chips,dwkdko,graspable,200,5,51.6,max_dim=0.290
bag_of_chips,ennnjj,graspable,200,5,76.1,max_dim=0.273
bag_of_chips,jphwer,graspable,200,2,114.4,max_dim=0.278
bag_of_chips,qstxpj,no_grasp,200,0,102.9,max_dim=0.290
bag_of_chips,uevvib,graspable,200,5,34.5,max_dim=0.278
bag_of_chips,wnuoym,graspable,200,2,118.7,max_dim=0.317
bag_of_cookies,bbyvsc,graspable,200,5,45.4,max_dim=0.165
bag_of_cookies,ikivgk,graspable,200,5,25.9,max_dim=0.146
bag_of_cookies,ksjtde,graspable,200,5,54.9,max_dim=0.247
bag_of_cookies,vafomx,graspable,200,5,16.9,max_dim=0.234
bag_of_cream_cheese,dxrsol,graspable,200,5,44.9,max_dim=0.146
bag_of_fertilizer,rqpgrk,too_large,0,0,0.0,max_dim=0.538
bag_of_flour,fntqmd,graspable,200,2,107.9,max_dim=0.192
bag_of_flour,rlejxx,not_ready,0,0,0.0,max_dim=0.239
bag_of_ice_cream,himfgn,graspable,200,5,16.5,max_dim=0.166
bag_of_ice_cream,jwalbo,graspable,200,5,24.0,max_dim=0.167
bag_of_jerky,wblype,graspable,200,5,78.6,max_dim=0.194
bag_of_mulch,foxqdk,too_large,0,0,0.0,max_dim=0.592
bag_of_oranges,vohgas,graspable,200,5,13.8,max_dim=0.156
bag_of_popcorn,dmubtt,not_ready,0,0,0.0,max_dim=0.209
bag_of_popcorn,ebygfp,not_ready,0,0,0.0,max_dim=0.191
bag_of_rice,eddcjz,graspable,200,4,106.1,max_dim=0.317
bag_of_rice,feerye,graspable,200,5,25.0,max_dim=0.194
bag_of_rice,jzjqjb,no_grasp,200,0,102.1,max_dim=0.315
bag_of_rice,xcokwx,no_grasp,200,0,88.9,max_dim=0.317
bag_of_rubbish,qfkzkd,too_large,0,0,0.0,max_dim=0.728
bag_of_shiitake,jazecy,not_ready,0,0,0.0,max_dim=0.219
bag_of_snacks,pkwgid,graspable,200,5,119.8,max_dim=0.282
bag_of_starch,npegpl,too_large,0,0,0.0,max_dim=0.527
bag_of_tea,jjweyi,graspable,200,5,71.8,max_dim=0.248
bag_of_yeast,ibvtik,not_ready,0,0,0.0,max_dim=0.173
bagel,zlxkry,graspable,200,4,98.7,max_dim=0.156
bagel_dough,iuembm,not_ready,0,0,0.0,max_dim=0.200
baguette,pjzkeh,not_ready,0,0,0.0,max_dim=0.157
baguette,xhqnuc,not_ready,0,0,0.0,max_dim=0.160
baguette,xydhpd,graspable,200,5,28.9,max_dim=0.163
baguette,ypbyek,not_ready,0,0,0.0,max_dim=0.105
bait,lghbdw,graspable,200,5,21.9,max_dim=0.150
baking_powder_jar,lgopij,not_ready,0,0,0.0,max_dim=0.235
baking_sheet,yhurut,graspable,200,5,34.3,max_dim=0.416
balloon,ixhbmk,no_grasp,200,0,98.7,max_dim=0.409
banana,verqwv,not_ready,0,0,0.0,max_dim=0.200
banana,vvyyyv,graspable,200,5,42.2,max_dim=0.202
banana,wmglhc,not_ready,0,0,0.0,max_dim=0.167
banana,znakxm,graspable,200,5,48.6,max_dim=0.180
banana_bread,outrja,not_ready,0,0,0.0,max_dim=0.144
bandage,riftxh,graspable,200,5,19.4,max_dim=0.077
bandana,wbhliu,not_ready,0,0,0.0,max_dim=0.344
bap,enbbud,not_ready,0,0,0.0,max_dim=0.144
bap,pabfde,not_ready,0,0,0.0,max_dim=0.149
bar,byvbuc,too_large,0,0,0.0,max_dim=2.155
bar,cowjqr,too_large,0,0,0.0,max_dim=3.800
bar,egwapq,too_large,0,0,0.0,max_dim=2.427
bar,hhltqq,too_large,0,0,0.0,max_dim=9.298
bar,joihle,too_large,0,0,0.0,max_dim=1.033
bar,jvkwcc,too_large,0,0,0.0,max_dim=2.028
bar,udatjt,too_large,0,0,0.0,max_dim=2.994
bar,ukorzz,too_large,0,0,0.0,max_dim=4.405
bar,xxftww,too_large,0,0,0.0,max_dim=5.764
bar_soap,feqemg,graspable,200,5,16.6,max_dim=0.113
bar_soap,lyigsj,not_ready,0,0,0.0,max_dim=0.078
bar_soap,ofargb,graspable,200,5,16.9,max_dim=0.109
bar_soap,ozifwa,graspable,200,5,10.9,max_dim=0.093
bar_soap,utgixp,graspable,200,5,10.8,max_dim=0.047
bar_stool,haaiau,too_large,0,0,0.0,max_dim=0.768
barbecue_sauce_bottle,gfxrnj,graspable,200,5,26.7,max_dim=0.258
baseball,zanmar,graspable,200,5,11.8,max_dim=0.073
baseball_bat,spcxrt,too_large,0,0,0.0,max_dim=0.755
baseball_bat,yalgei,too_large,0,0,0.0,max_dim=0.813
baseball_cap,ogptul,graspable,200,5,16.3,max_dim=0.213
baseball_glove,feakpw,not_ready,0,0,0.0,max_dim=0.329
baseboard,djaeet,too_large,0,0,0.0,max_dim=1.828
baseboard,dsajeh,too_large,0,0,0.0,max_dim=2.484
baseboard,gmhhek,too_large,0,0,0.0,max_dim=1.871
baseboard,peorza,too_large,0,0,0.0,max_dim=3.385
basil,bebpnf,graspable,200,5,11.5,max_dim=0.088
basil,dkuhvb,graspable,200,5,12.4,max_dim=0.120
basil_jar,swytaw,graspable,200,5,15.5,max_dim=0.204
bath_towel,thmepr,too_large,0,0,0.0,max_dim=1.085
bathtub,azdgtl,too_large,0,0,0.0,max_dim=1.553
bathtub,enpxbn,too_large,0,0,0.0,max_dim=1.686
bathtub,euxylv,too_large,0,0,0.0,max_dim=1.843
bathtub,fdjykf,too_large,0,0,0.0,max_dim=1.695
bathtub,gulceo,too_large,0,0,0.0,max_dim=1.553
bathtub,jfhrwj,too_large,0,0,0.0,max_dim=1.599
bathtub,oobbwn,too_large,0,0,0.0,max_dim=1.666
bathtub,pdcrfs,too_large,0,0,0.0,max_dim=1.878
bathtub,rufepf,too_large,0,0,0.0,max_dim=2.186
bathtub,uqmgtw,too_large,0,0,0.0,max_dim=1.747
bathtub,wxrafq,too_large,0,0,0.0,max_dim=1.668
battery,dcjyzg,graspable,200,5,11.1,max_dim=0.061
batting_gloves,uteyjv,graspable,200,5,15.0,max_dim=0.229
bay_leaf,blazyi,graspable,200,5,13.7,max_dim=0.075
bay_leaf,cdhuzx,graspable,200,5,9.8,max_dim=0.078
bay_leaf,cwnnyb,graspable,200,5,13.8,max_dim=0.087
bay_leaf,dffqtk,graspable,200,5,11.3,max_dim=0.047
bay_leaf,dwqqxh,graspable,200,5,13.4,max_dim=0.080
bay_leaf,ghcnzp,graspable,200,5,11.3,max_dim=0.074
bay_leaf,llmoti,graspable,200,5,12.8,max_dim=0.088
bay_leaf,rqtlsv,graspable,200,5,10.4,max_dim=0.076
bay_leaf,xofecb,graspable,200,5,12.1,max_dim=0.088
beach_toy,kjoafi,graspable,200,5,26.4,max_dim=0.188
beach_toy,wonucj,graspable,200,5,32.4,max_dim=0.169
beach_toy,zsljeg,graspable,200,5,22.0,max_dim=0.408
beaker,dtjmai,graspable,200,5,11.7,max_dim=0.084
beaker,effbnc,graspable,200,5,25.2,max_dim=0.146
beaker,exzsal,graspable,200,5,25.3,max_dim=0.102
beaker,fxrsyi,graspable,200,5,12.1,max_dim=0.066
beaker,fyrkzs,graspable,200,5,12.6,max_dim=0.081
beaker,jdijek,graspable,200,5,12.6,max_dim=0.081
beaker,rhohgs,graspable,200,5,11.8,max_dim=0.081
beaker,sfvswx,graspable,200,5,17.8,max_dim=0.146
beaker,sstojv,not_ready,0,0,0.0,max_dim=0.208
beaker,uobdoq,graspable,200,5,12.2,max_dim=0.081
beaker,uzgibd,not_ready,0,0,0.0,max_dim=0.074
beaker,zycgen,graspable,200,5,12.1,max_dim=0.081
bean_curd,hekigc,not_ready,0,0,0.0,max_dim=0.042
bed,fnzxxr,too_large,0,0,0.0,max_dim=2.235
bed,gcgodj,too_large,0,0,0.0,max_dim=2.557
bed,guguqb,too_large,0,0,0.0,max_dim=2.250
bed,gxfipj,too_large,0,0,0.0,max_dim=2.142
bed,hojitx,too_large,0,0,0.0,max_dim=2.032
bed,ivdnny,too_large,0,0,0.0,max_dim=1.659
bed,jpuihb,too_large,0,0,0.0,max_dim=1.980
bed,kddswt,too_large,0,0,0.0,max_dim=2.168
bed,klcjcy,too_large,0,0,0.0,max_dim=2.301
bed,lslyyi,too_large,0,0,0.0,max_dim=2.175
bed,mpgavt,too_large,0,0,0.0,max_dim=1.926
bed,mykwrc,too_large,0,0,0.0,max_dim=3.000
bed,nwzbyk,too_large,0,0,0.0,max_dim=2.032
bed,pqptex,too_large,0,0,0.0,max_dim=2.060
bed,rhanfx,too_large,0,0,0.0,max_dim=2.281
bed,rrcvaq,too_large,0,0,0.0,max_dim=1.992
bed,siuxgz,too_large,0,0,0.0,max_dim=2.387
bed,smmmaf,too_large,0,0,0.0,max_dim=2.184
bed,tjfzsb,too_large,0,0,0.0,max_dim=2.142
bed,wbjidf,too_large,0,0,0.0,max_dim=2.195
bed,wfxgbb,too_large,0,0,0.0,max_dim=3.794
bed,wyxtqf,too_large,0,0,0.0,max_dim=1.953
bed,yghbxh,too_large,0,0,0.0,max_dim=2.148
bed,zrumze,too_large,0,0,0.0,max_dim=2.032
bed_screen,klvmfw,too_large,0,0,0.0,max_dim=2.790
bed_screen,ofpyax,too_large,0,0,0.0,max_dim=2.787
bed_sheet,ivmsdt,too_large,0,0,0.0,max_dim=1.429
bed_sheet,jfsovh,too_large,0,0,0.0,max_dim=1.502
bed_sheet,ldpbcu,too_large,0,0,0.0,max_dim=1.437
bed_sheet,omsbux,too_large,0,0,0.0,max_dim=1.482
bed_sheet,padfds,too_large,0,0,0.0,max_dim=1.565
bed_sheet,xeskbh,too_large,0,0,0.0,max_dim=1.452
beef_broth_carton,ecqxgd,graspable,200,5,15.3,max_dim=0.305
beefsteak_tomato,altlfz,graspable,200,5,11.5,max_dim=0.069
beefsteak_tomato,eevvzv,graspable,200,5,11.8,max_dim=0.072
beefsteak_tomato,ogpans,graspable,200,5,9.9,max_dim=0.078
beefsteak_tomato,pnrdxh,graspable,200,5,13.7,max_dim=0.093
beer_bottle,nigfha,not_ready,0,0,0.0,max_dim=0.259
beer_glass,lymciz,graspable,200,5,17.7,max_dim=0.209
beer_glass,mxsliu,graspable,200,5,11.4,max_dim=0.117
beer_glass,rxscji,graspable,200,5,10.3,max_dim=0.088
beer_keg,xtqbuf,too_large,0,0,0.0,max_dim=0.600
beer_tap,bebcmz,not_ready,0,0,0.0,max_dim=0.492
beer_tap,vgaluf,too_large,0,0,0.0,max_dim=0.504
beer_tap,zcrgvq,not_ready,0,0,0.0,max_dim=0.422
beeswax_candle,aiuhyv,not_ready,0,0,0.0,max_dim=0.073
beeswax_candle,kxange,not_ready,0,0,0.0,max_dim=0.091
beeswax_candle,nhdnje,graspable,200,5,19.9,max_dim=0.107
beeswax_candle,nxewyk,graspable,200,5,41.7,max_dim=0.207
beeswax_candle,oimgmh,graspable,200,5,25.8,max_dim=0.206
beeswax_candle,ouzkdj,graspable,200,5,37.4,max_dim=0.157
beeswax_candle,pfewit,graspable,200,5,32.1,max_dim=0.246
beeswax_candle,rptogj,not_ready,0,0,0.0,max_dim=0.064
beet,wantjv,graspable,200,5,11.8,max_dim=0.175
bell,oshurh,graspable,200,5,10.4,max_dim=0.080
bell_pepper,ggurxn,graspable,200,5,12.0,max_dim=0.094
bell_pepper,ihctxa,graspable,200,5,10.9,max_dim=0.094
bell_pepper,ukkycp,graspable,200,5,13.6,max_dim=0.094
bell_pepper,uqcenz,graspable,200,5,10.3,max_dim=0.106
bell_pepper,wszvwc,graspable,200,5,15.0,max_dim=0.108
belt,gqwddb,too_large,0,0,0.0,max_dim=0.691
bench,esagiq,too_large,0,0,0.0,max_dim=1.226
bench,fdxevw,too_large,0,0,0.0,max_dim=2.382
bench,ftvzzg,too_large,0,0,0.0,max_dim=2.200
bench,hezgut,too_large,0,0,0.0,max_dim=1.618
bench,jaklov,too_large,0,0,0.0,max_dim=1.934
bench,jhfkdc,too_large,0,0,0.0,max_dim=1.376
bench,jvygiq,too_large,0,0,0.0,max_dim=1.691
bench,kpeeai,too_large,0,0,0.0,max_dim=5.831
bench,nnzwxs,too_large,0,0,0.0,max_dim=1.668
bench,nokayw,too_large,0,0,0.0,max_dim=1.428
bench,nzsfrw,too_large,0,0,0.0,max_dim=1.843
bench,pcymmc,too_large,0,0,0.0,max_dim=1.882
bench,pfjnnj,too_large,0,0,0.0,max_dim=1.169
bench,qhuvow,too_large,0,0,0.0,max_dim=4.046
bench,sfglvm,too_large,0,0,0.0,max_dim=4.291
bench,sihckt,too_large,0,0,0.0,max_dim=6.065
bench,sntjne,too_large,0,0,0.0,max_dim=1.835
bench,svnyht,too_large,0,0,0.0,max_dim=1.654
bench,uuhugq,too_large,0,0,0.0,max_dim=2.382
bench,wtkahs,too_large,0,0,0.0,max_dim=0.985
bench,wvtbnn,too_large,0,0,0.0,max_dim=2.231
bench,xwphjd,too_large,0,0,0.0,max_dim=1.241
bench,ybkjzd,too_large,0,0,0.0,max_dim=9.152
bench,yldwmi,too_large,0,0,0.0,max_dim=2.207
bench,zfpjkj,too_large,0,0,0.0,max_dim=1.370
bench_press_machine,pxlgue,too_large,0,0,0.0,max_dim=1.331
bench_press_machine,qjakhy,too_large,0,0,0.0,max_dim=1.020
bench_press_machine,zfhbwy,too_large,0,0,0.0,max_dim=1.728
bicycle,fjvlyf,too_large,0,0,0.0,max_dim=1.730
bicycle,xjumcf,too_large,0,0,0.0,max_dim=1.732
bicycle_chain,czrssf,graspable,200,5,54.5,max_dim=0.242
bicycle_rack,mltrbs,too_large,0,0,0.0,max_dim=1.569
bikini,ttgike,not_ready,0,0,0.0,max_dim=0.197
bird_feed_bag,dpxnlc,graspable,200,5,65.2,max_dim=0.367
bird_feeder,hvlkjx,graspable,200,5,13.9,max_dim=0.094
birdcage,ogkdoh,too_large,0,0,0.0,max_dim=0.502
biscuit,ukcwqw,graspable,200,5,10.5,max_dim=0.047
biscuit_dough,vbhtbo,not_ready,0,0,0.0,max_dim=0.200
blackberry,tvpfvb,graspable,200,5,11.1,max_dim=0.029
blackboard,dgcavd,too_large,0,0,0.0,max_dim=1.935
blackboard,pktarr,too_large,0,0,0.0,max_dim=3.190
blackboard_eraser,oynrtw,graspable,200,5,65.8,max_dim=0.150
blanket,corgks,not_ready,0,0,0.0,max_dim=0.471
blanket,uksirc,too_large,0,0,0.0,max_dim=1.715
blanket,uwbyty,too_large,0,0,0.0,max_dim=1.549
blanket,vwzlnn,too_large,0,0,0.0,max_dim=1.901
blanket,yscwot,too_large,0,0,0.0,max_dim=1.504
bleaching_agent_atomizer,arxjfa,graspable,200,5,14.1,max_dim=0.255
blender,cwkvib,no_grasp,200,0,9.9,max_dim=0.393
blender,dhfqid,not_ready,0,0,0.0,max_dim=0.374
blender,eyedvd,no_grasp,200,0,8.5,max_dim=0.364
bleu,wxahdr,not_ready,0,0,0.0,max_dim=0.082
blouse,htcikj,too_large,0,0,0.0,max_dim=0.872
board,fxugbm,too_large,0,0,0.0,max_dim=1.117
board_game,eoywpy,no_grasp,200,0,16.7,max_dim=0.223
board_game,frgdqh,no_grasp,200,0,17.2,max_dim=0.197
board_game,fzyuip,no_grasp,200,0,17.3,max_dim=0.162
board_game,gcfkqa,no_grasp,200,0,17.4,max_dim=0.199
board_game,gumkqh,no_grasp,200,0,17.4,max_dim=0.197
board_game,ibzhzu,no_grasp,200,0,17.5,max_dim=0.198
board_game,iqfvfl,no_grasp,200,0,17.8,max_dim=0.134
board_game,lzslbu,no_grasp,200,0,18.0,max_dim=0.199
board_game,nfewft,no_grasp,200,0,18.1,max_dim=0.134
board_game,ovttum,no_grasp,200,0,18.2,max_dim=0.199
board_game,phwwnx,graspable,200,5,18.1,max_dim=0.134
board_game,qdkyzl,graspable,200,5,27.9,max_dim=0.134
board_game,qgvsnb,graspable,200,5,14.0,max_dim=0.255
board_game,rgvkmy,graspable,200,5,26.1,max_dim=0.134
board_game,twkglv,graspable,200,5,24.1,max_dim=0.134
board_game,vbamua,graspable,200,5,25.3,max_dim=0.287
bobby_pin,zphpcz,graspable,200,5,14.5,max_dim=0.070
bok_choy,bbvcji,graspable,200,5,25.6,max_dim=0.170
bok_choy,jpkewd,graspable,200,5,19.4,max_dim=0.171
bookcase,bsvnni,too_large,0,0,0.0,max_dim=0.787
bookcase,ckjxoo,too_large,0,0,0.0,max_dim=1.950
bookcase,cqcoox,too_large,0,0,0.0,max_dim=0.652
bookcase,eckdny,too_large,0,0,0.0,max_dim=1.632
bookcase,eeamky,too_large,0,0,0.0,max_dim=2.177
bookcase,eniafz,too_large,0,0,0.0,max_dim=1.012
bookcase,eyidvz,too_large,0,0,0.0,max_dim=0.915
bookcase,ftzmow,too_large,0,0,0.0,max_dim=1.065
bookcase,gsksby,too_large,0,0,0.0,max_dim=1.009
bookcase,iwziew,too_large,0,0,0.0,max_dim=0.800
bookcase,jaysra,too_large,0,0,0.0,max_dim=1.756
bookcase,jpdtvg,too_large,0,0,0.0,max_dim=1.430
bookcase,kdnyfh,too_large,0,0,0.0,max_dim=1.590
bookcase,kmuacd,too_large,0,0,0.0,max_dim=1.225
bookcase,kvlewx,too_large,0,0,0.0,max_dim=5.561
bookcase,lbbims,too_large,0,0,0.0,max_dim=2.010
bookcase,mfyvai,too_large,0,0,0.0,max_dim=1.010
bookcase,njwsoa,too_large,0,0,0.0,max_dim=2.000
bookcase,opryhp,too_large,0,0,0.0,max_dim=0.772
bookcase,otwukr,too_large,0,0,0.0,max_dim=1.050
bookcase,owvfik,too_large,0,0,0.0,max_dim=0.750
bookcase,pkgbcp,too_large,0,0,0.0,max_dim=1.080
bookcase,ptxdid,too_large,0,0,0.0,max_dim=4.590
bookcase,qpylqf,too_large,0,0,0.0,max_dim=1.470
bookcase,svhjxd,too_large,0,0,0.0,max_dim=2.122
bookcase,sylmbu,too_large,0,0,0.0,max_dim=2.177
bookcase,tahafx,too_large,0,0,0.0,max_dim=2.084
bookcase,uriudf,too_large,0,0,0.0,max_dim=2.018
bookcase,vehhll,too_large,0,0,0.0,max_dim=2.405
bookcase,vgzdul,too_large,0,0,0.0,max_dim=1.924
bookcase,vndvrn,no_grasp,0,0,1.0,max_dim=0.475
bookcase,wnvxme,too_large,0,0,0.0,max_dim=3.088
bookcase,xgvyyv,too_large,0,0,0.0,max_dim=1.961
bookcase,xsfeyi,too_large,0,0,0.0,max_dim=1.543
bookcase,xurqal,too_large,0,0,0.0,max_dim=0.949
bookcase,zdsmhe,too_large,0,0,0.0,max_dim=1.543
bookcase,zfpyqe,too_large,0,0,0.0,max_dim=1.643
bookcase_back,gjsnrt,too_large,0,0,0.0,max_dim=2.020
bookcase_baseboard,hlhneo,too_large,0,0,0.0,max_dim=0.742
bookcase_shelf,ymtnqa,too_large,0,0,0.0,max_dim=0.740
bookcase_side,bxfkjj,too_large,0,0,0.0,max_dim=2.020
bookcase_side,yujrmw,too_large,0,0,0.0,max_dim=2.020
bookcase_top,pfiole,too_large,0,0,0.0,max_dim=0.740
bookend,detqsw,not_ready,0,0,0.0,max_dim=0.244
bookend,eyddem,not_ready,0,0,0.0,max_dim=0.214
bookend,hlpgle,not_ready,0,0,0.0,max_dim=0.205
bookend,huxmnl,not_ready,0,0,0.0,max_dim=0.207
bookend,jmodol,not_ready,0,0,0.0,max_dim=0.236
bookend,oxfecv,not_ready,0,0,0.0,max_dim=0.228
bookend,rwvcah,not_ready,0,0,0.0,max_dim=0.228
bookend,sgiryo,not_ready,0,0,0.0,max_dim=0.236
bookend,xqyxrq,not_ready,0,0,0.0,max_dim=0.221
bookend,ygynyq,not_ready,0,0,0.0,max_dim=0.221
booth,xzrpar,too_large,0,0,0.0,max_dim=1.310
bottle_of_alcohol,qvhrjh,not_ready,0,0,0.0,max_dim=0.239
bottle_of_alfredo_sauce,xwzqjr,graspable,200,5,13.9,max_dim=0.114
bottle_of_almond_oil,nlokfa,not_ready,0,0,0.0,max_dim=0.222
bottle_of_ammonia,daasuw,graspable,200,5,22.5,max_dim=0.274
bottle_of_antihistamines,agavwx,graspable,200,5,12.3,max_dim=0.127
bottle_of_apple_cider,frekrp,not_ready,0,0,0.0,max_dim=0.311
bottle_of_apple_juice,xvrbdy,graspable,200,5,90.0,max_dim=0.203
bottle_of_aspirin,psvktc,not_ready,0,0,0.0,max_dim=0.089
bottle_of_baby_oil,xpdlrr,not_ready,0,0,0.0,max_dim=0.175
bottle_of_barbecue_sauce,ikbsox,graspable,200,5,86.9,max_dim=0.191
bottle_of_barbecue_sauce,nkqvex,graspable,200,5,19.8,max_dim=0.118
bottle_of_barbecue_sauce,rzevkb,graspable,200,5,47.9,max_dim=0.150
bottle_of_beer,bwaboq,not_ready,0,0,0.0,max_dim=0.194
bottle_of_beer,crfcwo,graspable,200,5,17.2,max_dim=0.225
